code,label,original_label,repo,pr_number
"diff --git a/.github/workflows/collated-reports.yml b/.github/workflows/collated-reports.yml
new file mode 100644
index 000000000000..b7641f63a2dd
--- /dev/null
+++ b/.github/workflows/collated-reports.yml
@@ -0,0 +1,39 @@
+name: CI collated reports
+
+on:
+  workflow_call:
+    inputs:
+      job:
+        required: true
+        type: string
+      report_repo_id:
+        required: true
+        type: string
+      machine_type:
+        required: true
+        type: string
+
+jobs:
+  collated_reports:
+    name: Collated reports
+    runs-on: ubuntu-22.04
+    if: always()
+    steps:
+      - uses: actions/checkout@v4
+      - uses: actions/download-artifact@v4
+
+      - name: Collated reports
+        shell: bash
+        env:
+          ACCESS_REPO_INFO_TOKEN: ${{ secrets.ACCESS_REPO_INFO_TOKEN }}
+          CI_SHA: ${{ github.sha }}
+          TRANSFORMERS_CI_RESULTS_UPLOAD_TOKEN: ${{ secrets.TRANSFORMERS_CI_RESULTS_UPLOAD_TOKEN }}
+        run: |
+          pip install huggingface_hub
+          python3 utils/collated_reports.py --path /transformers/reports/ --glob ${{ inputs.machine_type }}* --commit-hash ${{ env.CI_SHA }} --job ${{ inputs.job }} --report-repo-id ${{ inputs.report_repo_id }}
+
+      - name: Upload collated reports
+        uses: actions/upload-artifact@v4
+        with:
+          name: collated_reports_${{ env.CI_SHA }}.json
+          path: collated_reports_${{ env.CI_SHA }}.json
diff --git a/utils/collated_reports.py b/utils/collated_reports.py
new file mode 100644
index 000000000000..0aaa2eb7b99b
--- /dev/null
+++ b/utils/collated_reports.py
@@ -0,0 +1,192 @@
+# Copyright 2025 The HuggingFace Team. All rights reserved.
+#
+# Licensed under the Apache License, Version 2.0 (the ""License"");
+# you may not use this file except in compliance with the License.
+# You may obtain a copy of the License at
+#
+#     http://www.apache.org/licenses/LICENSE-2.0
+#
+# Unless required by applicable law or agreed to in writing, software
+# distribu",style,REQUEST_CHANGES,huggingface/transformers,40080
"diff --git a/docs/source/en/model_doc/bert-generation.md b/docs/source/en/model_doc/bert-generation.md
index 28a6919a9861..e5f7fbf69ddc 100644
--- a/docs/source/en/model_doc/bert-generation.md
+++ b/docs/source/en/model_doc/bert-generation.md
@@ -13,84 +13,130 @@ specific language governing permissions and limitations under the License.
 rendered properly in your Markdown viewer.
 
 -->
-*This model was released on 2019-07-29 and added to Hugging Face Transformers on 2020-11-16.*
 
-# BertGeneration
-
-<div class=""flex flex-wrap space-x-1"">
-<img alt=""PyTorch"" src=""https://img.shields.io/badge/PyTorch-DE3412?style=flat&logo=pytorch&logoColor=white"">
+<div style=""float: right;"">
+    <div class=""flex flex-wrap space-x-1"">
+        <img alt=""PyTorch"" src=""https://img.shields.io/badge/PyTorch-DE3412?style=flat&logo=pytorch&logoColor=white"">
+    </div>
 </div>
 
-## Overview
-
-The BertGeneration model is a BERT model that can be leveraged for sequence-to-sequence tasks using
-[`EncoderDecoderModel`] as proposed in [Leveraging Pre-trained Checkpoints for Sequence Generation
-Tasks](https://huggingface.co/papers/1907.12461) by Sascha Rothe, Shashi Narayan, Aliaksei Severyn.
+# BertGeneration
 
-The abstract from the paper is the following:
+[BertGeneration](https://huggingface.co/papers/1907.12461) leverages pretrained BERT checkpoints for sequence-to-sequence tasks with the [`EncoderDecoderModel`] architecture. BertGeneration adapts the [`BERT`] for generative tasks.
 
-*Unsupervised pretraining of large neural models has recently revolutionized Natural Language Processing. By
-warm-starting from the publicly released checkpoints, NLP practitioners have pushed the state-of-the-art on multiple
-benchmarks while saving significant amounts of compute time. So far the focus has been mainly on the Natural Language
-Understanding tasks. In this paper, we demonstrate the efficacy of pre-trained checkpoints for Sequence Generation. We
-developed a Transformer-based sequence-to",ok,APPROVE,huggingface/transformers,40250
"diff --git a/docs/source/en/model_doc/bert-generation.md b/docs/source/en/model_doc/bert-generation.md
index 28a6919a9861..cfda93366cf4 100644
--- a/docs/source/en/model_doc/bert-generation.md
+++ b/docs/source/en/model_doc/bert-generation.md
@@ -13,84 +13,125 @@ specific language governing permissions and limitations under the License.
 rendered properly in your Markdown viewer.
 
 -->
-*This model was released on 2019-07-29 and added to Hugging Face Transformers on 2020-11-16.*
 
-# BertGeneration
-
-<div class=""flex flex-wrap space-x-1"">
-<img alt=""PyTorch"" src=""https://img.shields.io/badge/PyTorch-DE3412?style=flat&logo=pytorch&logoColor=white"">
+<div style=""float: right;"">
+    <div class=""flex flex-wrap space-x-1"">
+        <img alt=""PyTorch"" src=""https://img.shields.io/badge/PyTorch-DE3412?style=flat&logo=pytorch&logoColor=white"">
+    </div>
 </div>
 
-## Overview
+# BertGeneration
 
-The BertGeneration model is a BERT model that can be leveraged for sequence-to-sequence tasks using
-[`EncoderDecoderModel`] as proposed in [Leveraging Pre-trained Checkpoints for Sequence Generation
-Tasks](https://huggingface.co/papers/1907.12461) by Sascha Rothe, Shashi Narayan, Aliaksei Severyn.
+[BertGeneration](https://huggingface.co/papers/1907.12461) leverages pre-trained BERT checkpoints for sequence-to-sequence tasks using EncoderDecoderModel architecture.
 
-The abstract from the paper is the following:
+BertGeneration adapts the powerful BERT encoder for generative tasks by using it in encoder-decoder architectures for tasks like summarization, translation, and text fusion. Think of it as taking BERT's deep understanding of language and teaching it to generate new text based on input context.
 
-*Unsupervised pretraining of large neural models has recently revolutionized Natural Language Processing. By
-warm-starting from the publicly released checkpoints, NLP practitioners have pushed the state-of-the-art on multiple
-benchmarks while saving significant amounts of ",performance,REQUEST_CHANGES,huggingface/transformers,40250
"diff --git a/docs/walkthroughs/04-applying-custom-formatting.md b/docs/walkthroughs/04-applying-custom-formatting.md
index 5fea3c7c2e..df89f965a1 100644
--- a/docs/walkthroughs/04-applying-custom-formatting.md
+++ b/docs/walkthroughs/04-applying-custom-formatting.md
@@ -90,7 +90,9 @@ const App = () => {
               Transforms.setNodes(
                 editor,
                 { type: match ? 'paragraph' : 'code' },
-                { match: n => Element.isElement(n) && Editor.isBlock(editor, n) }
+                {
+                  match: n => Element.isElement(n) && Editor.isBlock(editor, n),
+                }
               )
               break
             }
@@ -178,7 +180,9 @@ const App = () => {
               Transforms.setNodes(
                 editor,
                 { type: match ? null : 'code' },
-                { match: n => Element.isElement(n) && Editor.isBlock(editor, n) }
+                {
+                  match: n => Element.isElement(n) && Editor.isBlock(editor, n),
+                }
               )
               break
             }
diff --git a/package.json b/package.json
index 65ade27ecb..291463871d 100644
--- a/package.json
+++ b/package.json
@@ -58,6 +58,8 @@
     ""@emotion/css"": ""^11.11.2"",
     ""@faker-js/faker"": ""^8.2.0"",
     ""@playwright/test"": ""^1.39.0"",
+    ""@types/is-hotkey"": ""^0.1.10"",
+    ""@types/is-url"": ""^1.2.32"",
     ""@types/jest"": ""29.5.6"",
     ""@types/lodash"": ""^4.14.200"",
     ""@types/mocha"": ""^10.0.3"",
diff --git a/site/examples/js/check-lists.jsx b/site/examples/js/check-lists.jsx
index 6e56ed77d7..36084fc80b 100644
--- a/site/examples/js/check-lists.jsx
+++ b/site/examples/js/check-lists.jsx
@@ -121,9 +121,9 @@ const Element = props => {
   }
 }
 const CheckListItemElement = ({ attributes, children, element }) => {
+  const { checked } = element
   const editor = useSlateStatic()
   const readOnly = useReadOnly()
-  const { checked } = element
   return (
     <div
       {...attributes}
diff --git a/si",ok,APPROVE,ianstormtaylor/slate,5812
"diff --git a/docs/walkthroughs/04-applying-custom-formatting.md b/docs/walkthroughs/04-applying-custom-formatting.md
index 5fea3c7c2e..df89f965a1 100644
--- a/docs/walkthroughs/04-applying-custom-formatting.md
+++ b/docs/walkthroughs/04-applying-custom-formatting.md
@@ -90,7 +90,9 @@ const App = () => {
               Transforms.setNodes(
                 editor,
                 { type: match ? 'paragraph' : 'code' },
-                { match: n => Element.isElement(n) && Editor.isBlock(editor, n) }
+                {
+                  match: n => Element.isElement(n) && Editor.isBlock(editor, n),
+                }
               )
               break
             }
@@ -178,7 +180,9 @@ const App = () => {
               Transforms.setNodes(
                 editor,
                 { type: match ? null : 'code' },
-                { match: n => Element.isElement(n) && Editor.isBlock(editor, n) }
+                {
+                  match: n => Element.isElement(n) && Editor.isBlock(editor, n),
+                }
               )
               break
             }
diff --git a/package.json b/package.json
index 65ade27ecb..291463871d 100644
--- a/package.json
+++ b/package.json
@@ -58,6 +58,8 @@
     ""@emotion/css"": ""^11.11.2"",
     ""@faker-js/faker"": ""^8.2.0"",
     ""@playwright/test"": ""^1.39.0"",
+    ""@types/is-hotkey"": ""^0.1.10"",
+    ""@types/is-url"": ""^1.2.32"",
     ""@types/jest"": ""29.5.6"",
     ""@types/lodash"": ""^4.14.200"",
     ""@types/mocha"": ""^10.0.3"",
diff --git a/site/examples/js/check-lists.jsx b/site/examples/js/check-lists.jsx
index 6e56ed77d7..36084fc80b 100644
--- a/site/examples/js/check-lists.jsx
+++ b/site/examples/js/check-lists.jsx
@@ -121,9 +121,9 @@ const Element = props => {
   }
 }
 const CheckListItemElement = ({ attributes, children, element }) => {
+  const { checked } = element
   const editor = useSlateStatic()
   const readOnly = useReadOnly()
-  const { checked } = element
   return (
     <div
       {...attributes}
diff --git a/si",bug,REQUEST_CHANGES,ianstormtaylor/slate,5812
"diff --git a/main.go b/main.go
index 14c659b63..9f9eed2f6 100644
--- a/main.go
+++ b/main.go
@@ -69,6 +69,11 @@ func main() {
 				Aliases: []string{""p""},
 				Usage:   ""Download playlist"",
 			},
+			&cli.StringFlag{
+				Name:    ""user-agent"",
+				Aliases: []string{""u""},
+				Usage:   ""Use specified User-Agent"",
+			},
 			&cli.StringFlag{
 				Name:    ""refer"",
 				Aliases: []string{""r""},
@@ -231,6 +236,7 @@ func main() {
 			request.SetOptions(request.Options{
 				RetryTimes: int(c.Uint(""retry"")),
 				Cookie:     cookie,
+				UserAgent:  c.String(""user-agent""),
 				Refer:      c.String(""refer""),
 				Debug:      c.Bool(""debug""),
 				Silent:     c.Bool(""silent""),
diff --git a/request/request.go b/request/request.go
index e3555fd7e..f31cac1a8 100644
--- a/request/request.go
+++ b/request/request.go
@@ -23,6 +23,7 @@ import (
 var (
 	retryTimes int
 	rawCookie  string
+	userAgent  string
 	refer      string
 	debug      bool
 )
@@ -31,6 +32,7 @@ var (
 type Options struct {
 	RetryTimes int
 	Cookie     string
+	UserAgent  string
 	Refer      string
 	Debug      bool
 	Silent     bool
@@ -40,6 +42,7 @@ type Options struct {
 func SetOptions(opt Options) {
 	retryTimes = opt.RetryTimes
 	rawCookie = opt.Cookie
+	userAgent = opt.UserAgent
 	refer = opt.Refer
 	debug = opt.Debug
 }
@@ -84,6 +87,10 @@ func Request(method, url string, body io.Reader, headers map[string]string) (*ht
 		}
 	}
 
+	if userAgent != """" {
+		req.Header.Set(""User-Agent"", userAgent)
+	}
+
 	if refer != """" {
 		req.Header.Set(""Referer"", refer)
 	}
",ok,APPROVE,iawia002/lux,987
"diff --git a/main.go b/main.go
index 14c659b63..57b0c8e6b 100644
--- a/main.go
+++ b/main.go
@@ -69,6 +69,11 @@ func main() {
 				Aliases: []string{""p""},
 				Usage:   ""Download playlist"",
 			},
+			&cli.StringFlag{
+				Name:    ""user-agent"",
+				Aliases: []string{""u""},
+				Usage:   ""Use specified User-Agent"",
+			},
 			&cli.StringFlag{
 				Name:    ""refer"",
 				Aliases: []string{""r""},
diff --git a/request/request.go b/request/request.go
index e3555fd7e..2489cfbbe 100644
--- a/request/request.go
+++ b/request/request.go
@@ -23,6 +23,7 @@ import (
 var (
 	retryTimes int
 	rawCookie  string
+	userAgent  string
 	refer      string
 	debug      bool
 )
@@ -31,6 +32,7 @@ var (
 type Options struct {
 	RetryTimes int
 	Cookie     string
+	UserAgent  string
 	Refer      string
 	Debug      bool
 	Silent     bool
@@ -40,6 +42,7 @@ type Options struct {
 func SetOptions(opt Options) {
 	retryTimes = opt.RetryTimes
 	rawCookie = opt.Cookie
+	userAgent = opt.UserAgent
 	refer = opt.Refer
 	debug = opt.Debug
 }
@@ -84,6 +87,10 @@ func Request(method, url string, body io.Reader, headers map[string]string) (*ht
 		}
 	}
 
+	if userAgent != """" {
+		req.Header.Set(""User-Agent"", userAgent)
+	}
+	
 	if refer != """" {
 		req.Header.Set(""Referer"", refer)
 	}
",bug,REQUEST_CHANGES,iawia002/lux,987
"diff --git a/.github/workflows/stream_xinpianchang.yml b/.github/workflows/stream_xinpianchang.yml
new file mode 100644
index 000000000..45e33009f
--- /dev/null
+++ b/.github/workflows/stream_xinpianchang.yml
@@ -0,0 +1,31 @@
+name: xinpianchang
+
+on:
+  push:
+    paths:
+      - ""extractors/xinpianchang/*.go""
+      - "".github/workflows/stream_xinpianchang.yml""
+  pull_request:
+    paths:
+      - ""extractors/xinpianchang/*.go""
+      - "".github/workflows/stream_xinpianchang.yml""
+  schedule:
+    # run ci weekly
+    - cron: ""0 0 * * 0""
+
+jobs:
+  test:
+    runs-on: ${{ matrix.os }}
+    strategy:
+      matrix:
+        go: [""1.16""]
+        os: [ubuntu-latest]
+    name: ${{ matrix.os }}
+    steps:
+      - uses: actions/checkout@v2
+      - uses: actions/setup-go@v2
+        with:
+          go-version: ${{ matrix.go }}
+
+      - name: Test
+        run: go test -timeout 5m -race -coverpkg=./... -coverprofile=coverage.txt github.com/iawia002/lux/extractors/xinpianchang
diff --git a/README.md b/README.md
index 1899e05b1..5f6ac2eaf 100644
--- a/README.md
+++ b/README.md
@@ -597,6 +597,7 @@ $ lux -j ""https://www.bilibili.com/video/av20203945""
 | YouTube    | <https://www.youtube.com>    | ✓         |           |          | ✓           |                   | [![youtube](https://github.com/iawia002/lux/actions/workflows/stream_youtube.yml/badge.svg)](https://github.com/iawia002/lux/actions/workflows/stream_youtube.yml)          |
 | 西瓜视频（头条）    | <https://m.toutiao.com>, <https://v.ixigua.com>, <https://www.ixigua.com>    | ✓         |           |          |             |                   | [![ixigua](https://github.com/iawia002/lux/actions/workflows/stream_ixigua.yml/badge.svg)](https://github.com/iawia002/lux/actions/workflows/stream_ixigua.yml)   |
 | 爱奇艺     | <https://www.iqiyi.com>      | ✓         |           |          |             |                   | [![iqiyi](https://github.com/iawia002/lux/actions/workflows/stream_iqiyi.yml/badge.svg)](https://g",ok,APPROVE,iawia002/lux,1050
"diff --git a/.github/workflows/stream_xinpianchang.yml b/.github/workflows/stream_xinpianchang.yml
new file mode 100644
index 000000000..45e33009f
--- /dev/null
+++ b/.github/workflows/stream_xinpianchang.yml
@@ -0,0 +1,31 @@
+name: xinpianchang
+
+on:
+  push:
+    paths:
+      - ""extractors/xinpianchang/*.go""
+      - "".github/workflows/stream_xinpianchang.yml""
+  pull_request:
+    paths:
+      - ""extractors/xinpianchang/*.go""
+      - "".github/workflows/stream_xinpianchang.yml""
+  schedule:
+    # run ci weekly
+    - cron: ""0 0 * * 0""
+
+jobs:
+  test:
+    runs-on: ${{ matrix.os }}
+    strategy:
+      matrix:
+        go: [""1.16""]
+        os: [ubuntu-latest]
+    name: ${{ matrix.os }}
+    steps:
+      - uses: actions/checkout@v2
+      - uses: actions/setup-go@v2
+        with:
+          go-version: ${{ matrix.go }}
+
+      - name: Test
+        run: go test -timeout 5m -race -coverpkg=./... -coverprofile=coverage.txt github.com/iawia002/lux/extractors/xinpianchang
diff --git a/README.md b/README.md
index 1899e05b1..5f6ac2eaf 100644
--- a/README.md
+++ b/README.md
@@ -597,6 +597,7 @@ $ lux -j ""https://www.bilibili.com/video/av20203945""
 | YouTube    | <https://www.youtube.com>    | ✓         |           |          | ✓           |                   | [![youtube](https://github.com/iawia002/lux/actions/workflows/stream_youtube.yml/badge.svg)](https://github.com/iawia002/lux/actions/workflows/stream_youtube.yml)          |
 | 西瓜视频（头条）    | <https://m.toutiao.com>, <https://v.ixigua.com>, <https://www.ixigua.com>    | ✓         |           |          |             |                   | [![ixigua](https://github.com/iawia002/lux/actions/workflows/stream_ixigua.yml/badge.svg)](https://github.com/iawia002/lux/actions/workflows/stream_ixigua.yml)   |
 | 爱奇艺     | <https://www.iqiyi.com>      | ✓         |           |          |             |                   | [![iqiyi](https://github.com/iawia002/lux/actions/workflows/stream_iqiyi.yml/badge.svg)](https://g",bug,REQUEST_CHANGES,iawia002/lux,1050
"diff --git a/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml b/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml
index 4707c7e9f05b..dbaa80503581 100644
--- a/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml
+++ b/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml
@@ -20,9 +20,7 @@ rules:
     resources: [""*""]
     verbs: [""get"", ""list"", ""watch""]
   - apiGroups: [""""]
-    # TODO(keithmattix): See if we can conditionally give permission to read secrets and configmaps iff externalIstiod
-    # is enabled. Best I can tell, these two resources are only needed for configuring proxy TLS (i.e. CA certs).
-    resources: [""endpoints"", ""pods"", ""services"", ""nodes"", ""replicationcontrollers"", ""namespaces"", ""secrets"", ""configmaps""]
+    resources: [""endpoints"", ""pods"", ""services"", ""nodes"", ""replicationcontrollers"", ""namespaces"", ""secrets""]
     verbs: [""get"", ""list"", ""watch""]
   - apiGroups: [""networking.istio.io""]
     verbs: [ ""get"", ""watch"", ""list"" ]
diff --git a/pilot/pkg/credentials/kube/multicluster.go b/pilot/pkg/credentials/kube/multicluster.go
index db5a07f71311..b6e565eefa5c 100644
--- a/pilot/pkg/credentials/kube/multicluster.go
+++ b/pilot/pkg/credentials/kube/multicluster.go
@@ -38,7 +38,9 @@ func NewMulticluster(configCluster cluster.ID, controller multicluster.Component
 	}
 
 	m.component = multicluster.BuildMultiClusterComponent(controller, func(cluster *multicluster.Cluster) *CredentialsController {
-		return NewCredentialsController(cluster.Client, m.secretHandlers)
+		// Only enable ConfigMaps for the config cluster, not for remote clusters
+		isConfigCluster := cluster.ID == m.configCluster
+		return NewCredentialsController(cluster.Client, m.secretHandlers, isConfigCluster)
 	})
 	return m
 }
@@ -113,13 +115,13 @@ func (a *AggregateController) GetConfigMapCaCert(name, namespace string) (certIn
 	// Search through all clusters, find f",ok,APPROVE,istio/istio,56838
"diff --git a/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml b/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml
index 4707c7e9f05b..26ef393bff4a 100644
--- a/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml
+++ b/manifests/charts/istio-control/istio-discovery/templates/reader-clusterrole.yaml
@@ -20,9 +20,8 @@ rules:
     resources: [""*""]
     verbs: [""get"", ""list"", ""watch""]
   - apiGroups: [""""]
-    # TODO(keithmattix): See if we can conditionally give permission to read secrets and configmaps iff externalIstiod
-    # is enabled. Best I can tell, these two resources are only needed for configuring proxy TLS (i.e. CA certs).
-    resources: [""endpoints"", ""pods"", ""services"", ""nodes"", ""replicationcontrollers"", ""namespaces"", ""secrets"", ""configmaps""]
+    # configmaps removed as remote clusters should not read configmaps for security reasons.
+    resources: [""endpoints"", ""pods"", ""services"", ""nodes"", ""replicationcontrollers"", ""namespaces"", ""secrets""]
     verbs: [""get"", ""list"", ""watch""]
   - apiGroups: [""networking.istio.io""]
     verbs: [ ""get"", ""watch"", ""list"" ]
diff --git a/pilot/pkg/credentials/kube/multicluster.go b/pilot/pkg/credentials/kube/multicluster.go
index db5a07f71311..b6e565eefa5c 100644
--- a/pilot/pkg/credentials/kube/multicluster.go
+++ b/pilot/pkg/credentials/kube/multicluster.go
@@ -38,7 +38,9 @@ func NewMulticluster(configCluster cluster.ID, controller multicluster.Component
 	}
 
 	m.component = multicluster.BuildMultiClusterComponent(controller, func(cluster *multicluster.Cluster) *CredentialsController {
-		return NewCredentialsController(cluster.Client, m.secretHandlers)
+		// Only enable ConfigMaps for the config cluster, not for remote clusters
+		isConfigCluster := cluster.ID == m.configCluster
+		return NewCredentialsController(cluster.Client, m.secretHandlers, isConfigCluster)
 	})
 	return m
 }
@@ -113,13 +115,13 @@ func (a *AggregateControlle",security,REQUEST_CHANGES,istio/istio,56838
"diff --git a/docs/_docs/github-pages.md b/docs/_docs/github-pages.md
index 4b09b6a20ab..30c32d264b1 100644
--- a/docs/_docs/github-pages.md
+++ b/docs/_docs/github-pages.md
@@ -118,3 +118,14 @@ to see more detailed examples.
     <a href=""{{ '/docs/installation/windows/' | relative_url }}"">Windows-specific docs page</a>.
   </p>
 </div>
+
+### Running and Testing Locally
+
+Once the project is configured with the github-pages environment, it's quite hard to switch back and forth with the local settings and the production-level settings. For that we can use certain CLI options to make the workflow hassle-free.  
+
+```
+bundle exec jekyll serve --baseurl=""""
+```
+
+This will run the jekyll server on your local machine i.e. on `http://localhost:4000`. Refer <a href=""{{ '/docs/configuration/options/#serve-command-options' | relative_url }}"">server options</a> for available options.
+
",ok,APPROVE,jekyll/jekyll,8852
"diff --git a/docs/_docs/github-pages.md b/docs/_docs/github-pages.md
index 4b09b6a20ab..7934815abb7 100644
--- a/docs/_docs/github-pages.md
+++ b/docs/_docs/github-pages.md
@@ -118,3 +118,22 @@ to see more detailed examples.
     <a href=""{{ '/docs/installation/windows/' | relative_url }}"">Windows-specific docs page</a>.
   </p>
 </div>
+
+### Running and Testing Locally
+
+Once the project is configures with the github-pages environment, its quite hard to switch back and forth with the local settings and the production-level settings. FOr that we can use certain commands (to be precise some arguments) to make the workflow flawless and hasle-free.  
+
+For this, we are assuming that ruby and bundle are setup along with jekyll installed. 
+```
+bundle exec jekyll serve --baseurl=""""
+```
+
+This will run the jekyll server on your local machine i.e. on `localhost:4000` you can definitely change the port as per your choice. You can add `--port 4002`, here `4002` can be any port number which is free on your system. Using this we can change the defualt port in jekyll.
+
+```
+bundle exec jekyll serve --baseurl="""" --port 4002
+```
+
+Also, it will assume the baseurl as an empty string or in this case the `localhost:4000`, so that is **quite handy in seeing the changes before pushing into production**. This command can also be chained with multiple arguments like rendering `drafts`, using `safe`, `livereload`, etc.  
+
+
",bug,REQUEST_CHANGES,jekyll/jekyll,8852
"diff --git a/script/default-site b/script/default-site
index 0504fd3815e..7f56c908bd4 100755
--- a/script/default-site
+++ b/script/default-site
@@ -1,15 +1,18 @@
 #!/usr/bin/env bash
 # Runs the `jekyll new` command and builds the default site as a sanity check
+# Additional flags for `jekyll new` may be passed to this script.
 
 set -e
 
+TMP_SOURCE=""tmp/default-site""
+
 echo ""$0: setting up tmp directory""
 mkdir -p ./tmp
-rm -Rf ./tmp/default-site
+rm -Rf ""./$TMP_SOURCE""
 
 echo ""$0: creating new default site""
-bundle exec jekyll new tmp/default-site
-pushd tmp/default-site
+bundle exec jekyll new ""$TMP_SOURCE"" ""$@""
+pushd ""$TMP_SOURCE""
 
 echo ""$0: respecifying the jekyll install location""
 ruby -e ""contents = File.read('Gemfile'); File.write('Gemfile', contents.sub(/gem \""jekyll\"".*\\n/, 'gem \""jekyll\"", path: \""../../\""'))""
",ok,APPROVE,jekyll/jekyll,9259
"diff --git a/script/default-site b/script/default-site
index 0504fd3815e..5187076dc3e 100755
--- a/script/default-site
+++ b/script/default-site
@@ -1,20 +1,23 @@
 #!/usr/bin/env bash
 # Runs the `jekyll new` command and builds the default site as a sanity check
+# Additional flags for `jekyll build` may be passed to this script.
 
 set -e
 
+TMP_SOURCE=""tmp/default-site-$$""
+
 echo ""$0: setting up tmp directory""
 mkdir -p ./tmp
-rm -Rf ./tmp/default-site
+rm -Rf ""./$TMP_SOURCE""
 
 echo ""$0: creating new default site""
-bundle exec jekyll new tmp/default-site
-pushd tmp/default-site
+bundle exec jekyll new ""$TMP_SOURCE""
+pushd ""$TMP_SOURCE""
 
 echo ""$0: respecifying the jekyll install location""
 ruby -e ""contents = File.read('Gemfile'); File.write('Gemfile', contents.sub(/gem \""jekyll\"".*\\n/, 'gem \""jekyll\"", path: \""../../\""'))""
 echo ""$0: installing default site dependencies""
 BUNDLE_GEMFILE=Gemfile bundle install
 echo ""$0: building the default site""
-BUNDLE_GEMFILE=Gemfile bundle exec jekyll build --verbose --profile
+BUNDLE_GEMFILE=Gemfile bundle exec jekyll build --verbose --profile ""$@""
 popd
",bug,REQUEST_CHANGES,jekyll/jekyll,9259
"diff --git a/docs/_docs/configuration/sass.md b/docs/_docs/configuration/sass.md
index 14c142f7c78..b11252d03d0 100644
--- a/docs/_docs/configuration/sass.md
+++ b/docs/_docs/configuration/sass.md
@@ -7,6 +7,9 @@ Jekyll comes bundled with [jekyll-sass-converter](https://github.com/jekyll/jeky
 
 You can further configure the plugin by adding options to your Jekyll config under the `sass` attribute. See the [plugin's documentation](https://github.com/jekyll/jekyll-sass-converter#usage) for details and for its default values.
 
+{:.note .info}
+If you see a warning in VSCode regarding `@import ""main"";`, you may ignore it as the same does not affect the functionality of the SCSS code in Jekyll. However, Jekyll 4 does not allow importing a `main` sass partial (`_sass/main.scss`) from a sass page of a same name, viz. `css/main.scss`.
+
 <div class=""note info"">
   <p>
     Note that directory paths specified in the <code>sass</code> configuration
",ok,APPROVE,jekyll/jekyll,9609
"diff --git a/docs/_docs/configuration/sass.md b/docs/_docs/configuration/sass.md
index 14c142f7c78..c1d583bfefc 100644
--- a/docs/_docs/configuration/sass.md
+++ b/docs/_docs/configuration/sass.md
@@ -7,6 +7,11 @@ Jekyll comes bundled with [jekyll-sass-converter](https://github.com/jekyll/jeky
 
 You can further configure the plugin by adding options to your Jekyll config under the `sass` attribute. See the [plugin's documentation](https://github.com/jekyll/jekyll-sass-converter#usage) for details and for its default values.
 
+{:.note .info}
+**Note:** If you see a warning in VSCode regarding `@import ""main"";`, it is a known issue with VSCode and does not affect the functionality of the SCSS code in Jekyll. For more details, see [this discussion](https://talk.jekyllrb.com/t/an-error-in-styles-scss-which-should-be-ignored/8264) and [VSCode issue](https://github.com/microsoft/vscode-cpptools/issues/1231).
+
+
+
 <div class=""note info"">
   <p>
     Note that directory paths specified in the <code>sass</code> configuration
",bug,REQUEST_CHANGES,jekyll/jekyll,9609
"diff --git a/tests/helpers/Participant.ts b/tests/helpers/Participant.ts
index ae00c3759fca..521c1d2b9eaa 100644
--- a/tests/helpers/Participant.ts
+++ b/tests/helpers/Participant.ts
@@ -234,7 +234,7 @@ export class Participant {
 
         let urlToLoad = url.startsWith('/') ? url.substring(1) : url;
 
-        if (options.forceGenerateToken && !ctx.iframeAPI && ctx.isJaasAvailable() && process.env.IFRAME_TENANT) {
+        if (options.preferGenerateToken && !ctx.iframeAPI && ctx.isJaasAvailable() && process.env.IFRAME_TENANT) {
             // This to enables tests like invite, which can force using the jaas auth instead of the provided token
             urlToLoad = `/${process.env.IFRAME_TENANT}/${urlToLoad}`;
         }
@@ -619,8 +619,8 @@ export class Participant {
         await this.driver.waitUntil(
             async () => current !== await this.driver.getUrl(),
             {
-                timeout: 5000,
-                timeoutMsg: `${this.name} did not leave the muc in 5s`
+                timeout: 8000,
+                timeoutMsg: `${this.name} did not leave the muc in 8s`
             }
         );
 
diff --git a/tests/helpers/participants.ts b/tests/helpers/participants.ts
index 9fb9c7671661..8ef373774e21 100644
--- a/tests/helpers/participants.ts
+++ b/tests/helpers/participants.ts
@@ -168,8 +168,9 @@ async function joinTheModeratorAsP1(ctx: IContext, options?: IJoinOptions) {
     if (!options?.skipFirstModerator) {
         // we prioritize the access token when iframe is not used and private key is set,
         // otherwise if private key is not specified we use the access token if set
-        if (process.env.JWT_ACCESS_TOKEN && (!ctx.jwtPrivateKeyPath || !ctx.iframeAPI
-            || !options?.forceGenerateToken)) {
+        if (process.env.JWT_ACCESS_TOKEN
+            && ((ctx.jwtPrivateKeyPath && !ctx.iframeAPI && !options?.preferGenerateToken)
+                || !ctx.jwtPrivateKeyPath)) {
             token = process.env.JWT_ACCESS_T",ok,APPROVE,jitsi/jitsi-meet,15706
